"No.","Time","Source","Destination","Protocol","Length","Info"
"658","62.406884","108.158.251.84","192.168.32.11","TCP","54","443  >  51132 [ACK] Seq=5348 Ack=3062 Win=38016 Len=0"
"659","62.417511","192.168.32.11","162.159.46.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"660","62.422159","162.159.46.1","192.168.32.11","TCP","54","443  >  51153 [ACK] Seq=253 Ack=614 Win=30336 Len=0"
"661","62.422164","162.159.46.1","192.168.32.11","TLSv1.3","306","Server Hello, Change Cipher Spec, Application Data"
"662","62.422267","192.168.32.11","162.159.46.1","TCP","54","51154  >  443 [ACK] Seq=534 Ack=253 Win=261888 Len=0"
"663","62.478512","18.155.33.74","192.168.32.11","TLSv1.3","1376","Server Hello, Change Cipher Spec, Application Data, Application Data"
"664","62.478636","192.168.32.11","18.155.33.74","TCP","54","51155  >  443 [ACK] Seq=1954 Ack=1323 Win=260800 Len=0"
"665","62.492590","192.168.32.11","18.155.33.74","TLSv1.3","118","Change Cipher Spec, Application Data"
"666","62.492895","192.168.32.11","18.155.33.74","TLSv1.3","146","Application Data"
"667","62.493195","192.168.32.11","18.155.33.74","TLSv1.3","535","Application Data"
"668","62.496546","192.168.32.11","162.159.46.1","TLSv1.3","134","Change Cipher Spec, Application Data"
"669","62.497385","18.155.33.74","192.168.32.11","TCP","54","443  >  51155 [ACK] Seq=1323 Ack=2018 Win=33152 Len=0"
"670","62.497391","18.155.33.74","192.168.32.11","TCP","54","443  >  51155 [ACK] Seq=1323 Ack=2110 Win=33152 Len=0"
"671","62.502829","18.155.33.74","192.168.32.11","TCP","54","443  >  51155 [ACK] Seq=1323 Ack=2591 Win=36096 Len=0"
"672","62.502834","162.159.46.1","192.168.32.11","TCP","54","443  >  51154 [ACK] Seq=253 Ack=614 Win=30336 Len=0"
"673","62.552972","18.155.33.74","192.168.32.11","TLSv1.3","233","Application Data"
"674","62.552976","18.155.33.74","192.168.32.11","TLSv1.3","116","Application Data"
"675","62.553115","192.168.32.11","18.155.33.74","TCP","54","51155  >  443 [ACK] Seq=2591 Ack=1502 Win=261952 Len=0"
"676","62.553116","192.168.32.11","18.155.33.74","TCP","54","51155  >  443 [ACK] Seq=2591 Ack=1564 Win=261888 Len=0"
"677","62.553324","192.168.32.11","18.155.33.74","TLSv1.3","85","Application Data"
"678","62.554924","18.155.33.74","192.168.32.11","TLSv1.3","85","Application Data"
"679","62.555091","192.168.32.11","18.155.33.74","TCP","54","51155  >  443 [ACK] Seq=2622 Ack=1595 Win=262080 Len=0"
"680","62.561703","18.155.33.74","192.168.32.11","TLSv1.3","990","Application Data"
"681","62.561798","192.168.32.11","18.155.33.74","TCP","54","51155  >  443 [ACK] Seq=2622 Ack=2531 Win=261184 Len=0"
"682","62.561921","18.155.33.74","192.168.32.11","TCP","54","443  >  51155 [ACK] Seq=2531 Ack=2622 Win=36096 Len=0"
"683","62.562790","192.168.32.11","18.155.33.74","TLSv1.3","89","Application Data"
"684","62.565829","18.155.33.74","192.168.32.11","TCP","54","443  >  51155 [ACK] Seq=2531 Ack=2657 Win=36096 Len=0"
"685","62.577241","192.168.32.11","18.155.33.74","TLSv1.3","175","Application Data"
"686","62.581905","18.155.33.74","192.168.32.11","TCP","54","443  >  51155 [ACK] Seq=2531 Ack=2778 Win=36096 Len=0"
"687","62.660258","18.155.33.74","192.168.32.11","TLSv1.3","989","Application Data"
"688","62.660393","192.168.32.11","18.155.33.74","TCP","54","51155  >  443 [ACK] Seq=2778 Ack=3466 Win=261184 Len=0"
"689","62.661166","192.168.32.11","18.155.33.74","TLSv1.3","89","Application Data"
"690","62.663848","18.155.33.74","192.168.32.11","TCP","54","443  >  51155 [ACK] Seq=3466 Ack=2813 Win=36096 Len=0"
"691","65.049695","192.168.32.8","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"692","65.664035","0.0.0.0","224.0.0.1","IGMPv3","50","Membership Query, general"
"693","65.664131","fe80::a86e:84ff:fe33:c402","ff02::1","ICMPv6","90","Multicast Listener Query"
"694","65.766388","192.168.32.3","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.251 for any sources / Join group 239.192.152.143 for any sources"
"695","65.871127","104.18.39.21","192.168.32.11","TLSv1.2","78","Application Data"
"696","65.871370","192.168.32.11","104.18.39.21","TCP","54","50565  >  443 [ACK] Seq=267 Ack=267 Win=4095 Len=0"
"697","65.871555","192.168.32.11","104.18.39.21","TLSv1.2","82","Application Data"
"698","65.874364","104.18.39.21","192.168.32.11","TCP","54","443  >  50565 [ACK] Seq=267 Ack=295 Win=373 Len=0"
"699","65.954744","fe80::e862:1176:b470:c70e","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"700","65.954801","fe80::e862:1176:b470:c70e","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"701","65.972628","fe80::6095:3eff:fe1f:ba33","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"702","65.972634","192.168.32.10","224.0.0.22","IGMPv3","70","Membership Report / Join group 224.0.0.252 for any sources / Join group 224.0.0.251 for any sources / Join group 239.255.255.250 for any sources"
"703","65.973213","fe80::a86e:23ca:9d8a:3dee","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"704","66.075898","192.168.32.8","224.0.0.22","IGMPv3","70","Membership Report / Join group 224.0.0.252 for any sources / Join group 224.0.0.251 for any sources / Join group 239.255.255.250 for any sources"
"705","66.076304","fe80::fd0a:b1ee:2e3c:364a","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"706","66.176979","fe80::6841:74ff:fec4:d688","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"707","69.325344","192.168.32.11","142.251.43.238","TCP","54","[TCP Keep-Alive] 51143  >  443 [ACK] Seq=23763 Ack=3298 Win=262144 Len=0"
"708","69.328113","142.251.43.238","192.168.32.11","TCP","54","[TCP Keep-Alive ACK] 443  >  51143 [ACK] Seq=3298 Ack=23764 Win=79872 Len=0"
"709","69.702278","192.168.32.11","162.159.46.1","TLSv1.3","247","Application Data"
"710","69.744120","162.159.46.1","192.168.32.11","TLSv1.3","421","Application Data"
"711","69.744232","192.168.32.11","162.159.46.1","TCP","54","51151  >  443 [ACK] Seq=1226 Ack=2031 Win=261760 Len=0"
"712","69.745292","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=0/0, ttl=64 (reply in 713)"
"713","69.785473","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=0/0, ttl=116 (request in 712)"
"714","69.825635","192.168.32.11","172.64.155.209","TCP","54","[TCP Keep-Alive] 51117  >  443 [ACK] Seq=14944 Ack=3253 Win=4096 Len=0"
"715","69.831802","172.64.155.209","192.168.32.11","TCP","54","[TCP Keep-Alive ACK] 443  >  51117 [ACK] Seq=3253 Ack=14945 Win=854 Len=0"
"716","70.169946","192.168.235.51","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"717","70.272427","192.168.235.51","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"718","70.750380","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=1/256, ttl=64 (reply in 719)"
"719","70.792447","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=1/256, ttl=116 (request in 718)"
"720","70.851712","a2:6e:84:b3:c4:02","Apple_09:9a:5a","ARP","42","Who has 192.168.32.11? Tell 192.168.32.1"
"721","70.851822","Apple_09:9a:5a","a2:6e:84:b3:c4:02","ARP","42","192.168.32.11 is at d4:61:9d:09:9a:5a"
"722","71.504043","192.168.235.15","239.255.255.250","SSDP","323","NOTIFY * HTTP/1.1 "
"723","71.504390","192.168.235.15","239.255.255.250","SSDP","363","NOTIFY * HTTP/1.1 "
"724","71.505305","192.168.235.15","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"725","71.604420","192.168.235.15","239.255.255.250","SSDP","383","NOTIFY * HTTP/1.1 "
"726","71.751152","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=2/512, ttl=64 (reply in 727)"
"727","71.791851","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=2/512, ttl=116 (request in 726)"
"728","72.755065","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=3/768, ttl=64 (reply in 729)"
"729","72.794987","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=3/768, ttl=116 (request in 728)"
"730","73.755793","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=4/1024, ttl=64 (reply in 731)"
"731","73.795479","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=4/1024, ttl=116 (request in 730)"
"732","74.759531","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=5/1280, ttl=64 (reply in 733)"
"733","74.799767","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=5/1280, ttl=116 (request in 732)"
"734","74.846452","35.201.127.49","192.168.32.11","TLSv1.2","78","Application Data"
"735","74.846681","192.168.32.11","35.201.127.49","TCP","54","50664  >  443 [ACK] Seq=57 Ack=73 Win=4096 Len=0"
"736","74.846882","192.168.32.11","35.201.127.49","TLSv1.2","82","Application Data"
"737","74.848995","35.201.127.49","192.168.32.11","TCP","54","443  >  50664 [ACK] Seq=73 Ack=85 Win=320 Len=0"
"738","75.760184","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=6/1536, ttl=64 (reply in 750)"
"739","75.762281","142.251.43.42","192.168.32.11","TLSv1.2","209","Application Data, Application Data"
"740","75.762288","142.251.43.42","192.168.32.11","TLSv1.2","93","Application Data"
"741","75.762459","192.168.32.11","142.251.43.42","TCP","54","50934  >  443 [ACK] Seq=211 Ack=528 Win=4093 Len=0"
"742","75.762460","192.168.32.11","142.251.43.42","TCP","54","50934  >  443 [ACK] Seq=211 Ack=567 Win=4092 Len=0"
"743","75.765455","192.168.32.11","142.251.43.42","TLSv1.2","89","Application Data"
"744","75.765532","192.168.32.11","142.251.43.42","TCP","54","50934  >  443 [FIN, ACK] Seq=246 Ack=567 Win=4096 Len=0"
"745","75.772919","142.251.43.42","192.168.32.11","TCP","54","443  >  50934 [ACK] Seq=567 Ack=246 Win=639 Len=0"
"746","75.773224","142.251.43.42","192.168.32.11","TCP","54","443  >  50934 [FIN, ACK] Seq=567 Ack=247 Win=639 Len=0"
"747","75.773462","192.168.32.11","142.251.43.42","TCP","54","50934  >  443 [ACK] Seq=247 Ack=568 Win=4096 Len=0"
"748","75.785642","192.168.32.11","162.159.46.1","TLSv1.3","268","Application Data"
"749","75.792713","192.168.32.11","142.250.183.170","TCP","78","51156  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1070718690 TSecr=0 SACK_PERM"
"750","75.801524","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=6/1536, ttl=116 (request in 738)"
"751","75.806558","142.250.183.170","192.168.32.11","TCP","66","443  >  51156 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"752","75.806717","192.168.32.11","142.250.183.170","TCP","54","51156  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"753","75.807690","192.168.32.11","142.250.183.170","TCP","1514","51156  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 754]"
"754","75.807691","192.168.32.11","142.250.183.170","TLSv1.3","870","Client Hello (SNI=signaler-pa.clients6.google.com)"
"755","75.811015","142.250.183.170","192.168.32.11","TCP","54","443  >  51156 [ACK] Seq=1 Ack=1461 Win=32128 Len=0"
"756","75.811022","142.250.183.170","192.168.32.11","TCP","54","443  >  51156 [ACK] Seq=1 Ack=2277 Win=35072 Len=0"
"757","75.826218","162.159.46.1","192.168.32.11","TLSv1.3","477","Application Data"
"758","75.826372","192.168.32.11","162.159.46.1","TCP","54","51151  >  443 [ACK] Seq=1440 Ack=2454 Win=261696 Len=0"
"759","75.880559","142.250.183.170","192.168.32.11","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"760","75.880705","192.168.32.11","142.250.183.170","TCP","54","51156  >  443 [ACK] Seq=2277 Ack=1461 Win=260672 Len=0"
"761","75.880885","142.250.183.170","192.168.32.11","TLSv1.3","90","Application Data"
"762","75.880985","192.168.32.11","142.250.183.170","TCP","54","51156  >  443 [ACK] Seq=2277 Ack=1497 Win=262080 Len=0"
"763","75.884255","192.168.32.11","142.250.183.170","TLSv1.3","144","Change Cipher Spec, Application Data"
"764","75.884570","192.168.32.11","142.250.183.170","TLSv1.3","146","Application Data"
"765","75.884893","192.168.32.11","142.250.183.170","TLSv1.3","618","Application Data"
"766","75.887269","142.250.183.170","192.168.32.11","TCP","54","443  >  51156 [ACK] Seq=1497 Ack=2367 Win=35072 Len=0"
"767","75.887662","142.250.183.170","192.168.32.11","TCP","54","443  >  51156 [ACK] Seq=1497 Ack=2459 Win=35072 Len=0"
"768","75.887667","142.250.183.170","192.168.32.11","TCP","54","443  >  51156 [ACK] Seq=1497 Ack=3023 Win=38016 Len=0"
"769","75.908889","142.250.183.170","192.168.32.11","TLSv1.3","1078","Application Data, Application Data"
"770","75.909038","192.168.32.11","142.250.183.170","TCP","54","51156  >  443 [ACK] Seq=3023 Ack=2521 Win=261120 Len=0"
"771","75.909297","192.168.32.11","142.250.183.170","TLSv1.3","85","Application Data"
"772","75.909997","142.250.183.170","192.168.32.11","TLSv1.3","85","Application Data"
"773","75.910127","192.168.32.11","142.250.183.170","TCP","54","51156  >  443 [ACK] Seq=3054 Ack=2552 Win=262080 Len=0"
"774","75.953212","142.250.183.170","192.168.32.11","TCP","54","443  >  51156 [ACK] Seq=2552 Ack=3054 Win=38016 Len=0"
"775","76.119151","142.250.183.170","192.168.32.11","TLSv1.3","368","Application Data"
"776","76.119158","142.250.183.170","192.168.32.11","TLSv1.3","124","Application Data, Application Data"
"777","76.119309","192.168.32.11","142.250.183.170","TCP","54","51156  >  443 [ACK] Seq=3054 Ack=2866 Win=261824 Len=0"
"778","76.119310","192.168.32.11","142.250.183.170","TCP","54","51156  >  443 [ACK] Seq=3054 Ack=2936 Win=261760 Len=0"
"779","76.120133","192.168.32.11","142.250.183.170","TLSv1.3","93","Application Data"
"780","76.125864","192.168.32.11","142.250.183.170","TCP","78","51157  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3272119229 TSecr=0 SACK_PERM"
"781","76.127916","142.250.183.170","192.168.32.11","TCP","54","443  >  51156 [ACK] Seq=2936 Ack=3093 Win=38016 Len=0"
"782","76.131950","142.250.183.170","192.168.32.11","TCP","66","443  >  51157 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"783","76.132073","192.168.32.11","142.250.183.170","TCP","54","51157  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"784","76.132934","192.168.32.11","142.250.183.170","TCP","1514","51157  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 785]"
"785","76.132935","192.168.32.11","142.250.183.170","TLSv1.3","934","Client Hello (SNI=signaler-pa.clients6.google.com)"
"786","76.135216","142.250.183.170","192.168.32.11","TCP","54","443  >  51157 [ACK] Seq=1 Ack=2341 Win=33920 Len=0"
"787","76.211510","142.250.183.170","192.168.32.11","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"788","76.211519","142.250.183.170","192.168.32.11","TLSv1.3","90","Application Data"
"789","76.211713","192.168.32.11","142.250.183.170","TCP","54","51157  >  443 [ACK] Seq=2341 Ack=1461 Win=260672 Len=0"
"790","76.211800","192.168.32.11","142.250.183.170","TCP","54","51157  >  443 [ACK] Seq=2341 Ack=1497 Win=260608 Len=0"
"791","76.213085","192.168.32.11","142.250.183.170","TLSv1.3","144","Change Cipher Spec, Application Data"
"792","76.213470","192.168.32.11","142.250.183.170","TLSv1.3","146","Application Data"
"793","76.214074","192.168.32.11","142.250.183.170","TCP","1514","51157  >  443 [ACK] Seq=2523 Ack=1497 Win=262144 Len=1460 [TCP PDU reassembled in 794]"
"794","76.214076","192.168.32.11","142.250.183.170","TLSv1.3","1423","Application Data"
"795","76.217738","142.250.183.170","192.168.32.11","TCP","54","443  >  51157 [ACK] Seq=1497 Ack=2431 Win=33920 Len=0"
"796","76.217746","142.250.183.170","192.168.32.11","TCP","54","443  >  51157 [ACK] Seq=1497 Ack=2523 Win=33920 Len=0"
"797","76.218401","142.250.183.170","192.168.32.11","TCP","54","443  >  51157 [ACK] Seq=1497 Ack=3983 Win=36864 Len=0"
"798","76.218409","142.250.183.170","192.168.32.11","TCP","54","443  >  51157 [ACK] Seq=1497 Ack=5352 Win=39808 Len=0"
"799","76.239372","142.250.183.170","192.168.32.11","TLSv1.3","1078","Application Data, Application Data"
"800","76.239379","142.250.183.170","192.168.32.11","TLSv1.3","85","Application Data"
"801","76.239508","192.168.32.11","142.250.183.170","TCP","54","51157  >  443 [ACK] Seq=5352 Ack=2521 Win=261120 Len=0"
"802","76.239509","192.168.32.11","142.250.183.170","TCP","54","51157  >  443 [ACK] Seq=5352 Ack=2552 Win=261056 Len=0"
"803","76.239738","192.168.32.11","142.250.183.170","TLSv1.3","85","Application Data"
"804","76.285207","142.250.183.170","192.168.32.11","TCP","54","443  >  51157 [ACK] Seq=2552 Ack=5383 Win=39808 Len=0"
"805","76.467528","142.250.183.170","192.168.32.11","TLSv1.3","364","Application Data, Application Data"
"806","76.467681","192.168.32.11","142.250.183.170","TCP","54","51157  >  443 [ACK] Seq=5383 Ack=2862 Win=261824 Len=0"
"807","76.763732","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=7/1792, ttl=64 (reply in 808)"
"808","76.804352","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=7/1792, ttl=116 (request in 807)"
"809","77.441521","162.159.46.1","192.168.32.11","TLSv1.3","576","Application Data, Application Data"
"810","77.441539","162.159.46.1","192.168.32.11","TCP","54","443  >  51152 [FIN, ACK] Seq=775 Ack=614 Win=30336 Len=0"
"811","77.441542","162.159.46.1","192.168.32.11","TLSv1.3","576","Application Data, Application Data"
"812","77.441544","162.159.46.1","192.168.32.11","TCP","54","443  >  51153 [FIN, ACK] Seq=775 Ack=614 Win=30336 Len=0"
"813","77.441545","162.159.46.1","192.168.32.11","TCP","54","[TCP Retransmission] 443  >  51152 [FIN, ACK] Seq=775 Ack=614 Win=30336 Len=0"
"814","77.441547","162.159.46.1","192.168.32.11","TCP","54","[TCP Retransmission] 443  >  51153 [FIN, ACK] Seq=775 Ack=614 Win=30336 Len=0"
"815","77.441548","162.159.46.1","192.168.32.11","TLSv1.3","576","Application Data, Application Data"
"816","77.441550","162.159.46.1","192.168.32.11","TCP","54","443  >  51154 [FIN, ACK] Seq=775 Ack=614 Win=30336 Len=0"
"817","77.441821","192.168.32.11","162.159.46.1","TCP","54","51152  >  443 [ACK] Seq=614 Ack=775 Win=261568 Len=0"
"818","77.441929","192.168.32.11","162.159.46.1","TCP","54","51152  >  443 [ACK] Seq=614 Ack=776 Win=261568 Len=0"
"819","77.441930","192.168.32.11","162.159.46.1","TCP","54","[TCP Dup ACK 818#1] 51152  >  443 [ACK] Seq=614 Ack=776 Win=261568 Len=0"
"820","77.441930","192.168.32.11","162.159.46.1","TCP","54","51153  >  443 [ACK] Seq=614 Ack=775 Win=261568 Len=0"
"821","77.442002","192.168.32.11","162.159.46.1","TCP","54","51153  >  443 [ACK] Seq=614 Ack=776 Win=261568 Len=0"
"822","77.442003","192.168.32.11","162.159.46.1","TCP","54","[TCP Dup ACK 821#1] 51153  >  443 [ACK] Seq=614 Ack=776 Win=261568 Len=0"
"823","77.442003","192.168.32.11","162.159.46.1","TCP","54","51154  >  443 [ACK] Seq=614 Ack=775 Win=261568 Len=0"
"824","77.442075","192.168.32.11","162.159.46.1","TCP","54","51154  >  443 [ACK] Seq=614 Ack=776 Win=261568 Len=0"
"825","77.442554","192.168.32.11","162.159.46.1","TCP","54","51154  >  443 [FIN, ACK] Seq=614 Ack=776 Win=262144 Len=0"
"826","77.442956","192.168.32.11","162.159.46.1","TCP","54","51152  >  443 [FIN, ACK] Seq=614 Ack=776 Win=262144 Len=0"
"827","77.442957","192.168.32.11","162.159.46.1","TCP","54","51153  >  443 [FIN, ACK] Seq=614 Ack=776 Win=262144 Len=0"
"828","77.446570","162.159.46.1","192.168.32.11","TCP","54","443  >  51153 [ACK] Seq=776 Ack=615 Win=30336 Len=0"
"829","77.446577","162.159.46.1","192.168.32.11","TCP","54","443  >  51154 [ACK] Seq=776 Ack=615 Win=30336 Len=0"
"830","77.446578","162.159.46.1","192.168.32.11","TCP","54","443  >  51152 [ACK] Seq=776 Ack=615 Win=30336 Len=0"
"831","77.767680","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=8/2048, ttl=64 (reply in 832)"
"832","77.808001","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=8/2048, ttl=116 (request in 831)"
"833","78.330173","192.168.32.11","162.159.200.123","NTP","90","NTP Version 4, client"
"834","78.371621","162.159.200.123","192.168.32.11","NTP","90","NTP Version 4, server"
"835","78.521704","192.168.32.11","162.159.36.1","TLSv1.2","78","Application Data"
"836","78.521793","192.168.32.11","162.159.36.1","TLSv1.2","78","Application Data"
"837","78.521794","192.168.32.11","162.159.36.1","TCP","54","50994  >  443 [FIN, ACK] Seq=234 Ack=481 Win=4096 Len=0"
"838","78.521794","192.168.32.11","162.159.36.1","TCP","54","50995  >  443 [FIN, ACK] Seq=429 Ack=830 Win=4096 Len=0"
"839","78.523559","162.159.36.1","192.168.32.11","TCP","54","443  >  50995 [ACK] Seq=830 Ack=429 Win=388 Len=0"
"840","78.524174","162.159.36.1","192.168.32.11","TCP","54","443  >  50995 [FIN, ACK] Seq=830 Ack=430 Win=388 Len=0"
"841","78.524325","192.168.32.11","162.159.36.1","TCP","54","50995  >  443 [ACK] Seq=430 Ack=831 Win=4096 Len=0"
"842","78.524475","162.159.36.1","192.168.32.11","TCP","54","443  >  50994 [FIN, ACK] Seq=481 Ack=235 Win=388 Len=0"
"843","78.524610","192.168.32.11","162.159.36.1","TCP","54","50994  >  443 [ACK] Seq=235 Ack=482 Win=4096 Len=0"
"844","78.769079","192.168.32.11","142.251.223.238","ICMP","98","Echo (ping) request  id=0xe759, seq=9/2304, ttl=64 (reply in 845)"
"845","78.813112","142.251.223.238","192.168.32.11","ICMP","98","Echo (ping) reply    id=0xe759, seq=9/2304, ttl=116 (request in 844)"
"846","79.048542","192.168.32.11","172.217.24.100","TCP","54","[TCP Keep-Alive] 51141  >  443 [ACK] Seq=1862 Ack=4082 Win=262144 Len=0"
"847","79.052312","172.217.24.100","192.168.32.11","TCP","54","[TCP Keep-Alive ACK] 443  >  51141 [ACK] Seq=4082 Ack=1863 Win=32896 Len=0"
"848","79.538144","192.168.32.11","162.159.46.1","TLSv1.3","253","Application Data"
"849","79.538855","192.168.32.11","162.159.46.1","TLSv1.3","253","Application Data"
"850","79.569672","162.159.46.1","192.168.32.11","TLSv1.3","443","Application Data"
"851","79.569781","192.168.32.11","162.159.46.1","TCP","54","51131  >  443 [ACK] Seq=2862 Ack=5402 Win=261696 Len=0"
"852","79.578171","192.168.32.11","172.64.152.241","TCP","78","51158  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=199449195 TSecr=0 SACK_PERM"
"853","79.580552","172.64.152.241","192.168.32.11","TCP","66","443  >  51158 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"854","79.580678","192.168.32.11","172.64.152.241","TCP","54","51158  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"855","79.581486","192.168.32.11","172.64.152.241","TCP","1514","51158  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 856]"
"856","79.581487","192.168.32.11","172.64.152.241","TLSv1.2","416","Client Hello (SNI=api.coinbase.com)"
"857","79.590474","192.168.32.11","172.64.152.241","TCP","1514","[TCP Retransmission] 51158  >  443 [PSH, ACK] Seq=363 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 856]"
"858","79.590738","162.159.46.1","192.168.32.11","TLSv1.3","470","Application Data"
"859","79.590849","192.168.32.11","162.159.46.1","TCP","54","51151  >  443 [ACK] Seq=1639 Ack=2870 Win=261696 Len=0"
"860","79.592366","172.64.152.241","192.168.32.11","TCP","54","443  >  51158 [ACK] Seq=1 Ack=1823 Win=32896 Len=0"
"861","79.592371","172.64.152.241","192.168.32.11","TCP","54","443  >  51158 [FIN, ACK] Seq=1 Ack=1823 Win=32896 Len=0"
"862","79.592562","192.168.32.11","172.64.152.241","TCP","54","51158  >  443 [ACK] Seq=1823 Ack=2 Win=262144 Len=0"
"863","79.592828","172.64.152.241","192.168.32.11","TCP","66","[TCP Dup ACK 860#1] 443  >  51158 [ACK] Seq=2 Ack=1823 Win=32896 Len=0 SLE=363 SRE=1823"
"864","79.592925","192.168.32.11","172.64.152.241","TCP","54","51158  >  443 [FIN, ACK] Seq=1823 Ack=2 Win=262144 Len=0"
"865","79.593423","192.168.32.11","172.64.152.241","TCP","78","51159  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4093134018 TSecr=0 SACK_PERM"
"866","79.595653","172.64.152.241","192.168.32.11","TCP","54","443  >  51158 [ACK] Seq=2 Ack=1824 Win=32896 Len=0"
"867","79.595657","172.64.152.241","192.168.32.11","TCP","66","443  >  51159 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"868","79.595850","192.168.32.11","172.64.152.241","TCP","54","51159  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"869","79.596557","192.168.32.11","172.64.152.241","TCP","1514","51159  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1460 [TCP PDU reassembled in 870]"
"870","79.596559","192.168.32.11","172.64.152.241","TLSv1.2","352","Client Hello (SNI=api.coinbase.com)"
"871","79.600259","172.64.152.241","192.168.32.11","TCP","54","443  >  51159 [ACK] Seq=1 Ack=1461 Win=32128 Len=0"
"872","79.601642","172.64.152.241","192.168.32.11","TCP","54","443  >  51159 [ACK] Seq=1 Ack=1759 Win=35072 Len=0"
"873","79.604269","172.64.152.241","192.168.32.11","TCP","54","443  >  51159 [FIN, ACK] Seq=1 Ack=1759 Win=35072 Len=0"
"874","79.604368","192.168.32.11","172.64.152.241","TCP","54","51159  >  443 [ACK] Seq=1759 Ack=2 Win=262144 Len=0"
"875","79.604509","192.168.32.11","172.64.152.241","TCP","54","51159  >  443 [FIN, ACK] Seq=1759 Ack=2 Win=262144 Len=0"
"876","79.605761","192.168.32.11","172.64.152.241","TCP","78","51160  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1294640697 TSecr=0 SACK_PERM"
"877","79.606983","172.64.152.241","192.168.32.11","TCP","54","443  >  51159 [ACK] Seq=2 Ack=1760 Win=35072 Len=0"
"878","79.607928","172.64.152.241","192.168.32.11","TCP","66","443  >  51160 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"879","79.608033","192.168.32.11","172.64.152.241","TCP","54","51160  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
